rank	word	occurrences	heuristic_group
94255	сәүдә	1	lower_lexical_3plus
94256	сәүисһеҙ	1	lower_lexical_3plus
94257	сәүиткә	1	lower_lexical_3plus
94258	сәүитлектән	1	lower_lexical_3plus
94259	сәүиттә	1	lower_lexical_3plus
94260	сәүиттән	1	lower_lexical_3plus
94261	сәүиттәр	1	lower_lexical_3plus
94262	сәүиттәрҙе	1	lower_lexical_3plus
94263	сәүкелдәшә	1	lower_lexical_3plus
94264	сәүәтәгә	1	lower_lexical_3plus
94265	сө-һө	1	lower_hyphenated
94266	сөДәүләт	1	lower_lexical_3plus
94267	сөбханалла	1	lower_lexical_3plus
94268	сөбөрҙәп	1	lower_lexical_3plus
94269	сөгөлдөрөнәң	1	lower_lexical_3plus
94270	сөгөлдөрөүҫтереүгә	1	lower_lexical_3plus
94271	сөгөнкә	1	lower_lexical_3plus
94272	сөгөрдөрҙө	1	lower_lexical_3plus
94273	сөйлисе	1	lower_lexical_3plus
94274	сөйләм	1	lower_lexical_3plus
94275	сөйләп	1	lower_lexical_3plus
94276	сөймәгәнне	1	lower_lexical_3plus
94277	сөйәлүләне	1	lower_lexical_3plus
94278	сөйөүеңдең	1	lower_lexical_3plus
94279	сөйөүле	1	lower_lexical_3plus
94280	сөкөн	1	lower_lexical_3plus
94281	сөкөрләшә-мөкөрләшә	1	lower_hyphenated
94282	сөкөрҙәшеп	1	lower_lexical_3plus
94283	сөлдөрәп	1	lower_lexical_3plus
94284	сөлөс	1	lower_lexical_3plus
94285	сөмбөрләгәне	1	lower_lexical_3plus
94286	сөмбөрләп	1	lower_lexical_3plus
94287	сөмкөл	1	lower_lexical_3plus
94288	сөмәкәй	1	lower_lexical_3plus
94289	сөмәкәйҙән	1	lower_lexical_3plus
94290	сөники	1	lower_lexical_3plus
94291	сөнниме	1	lower_lexical_3plus
94292	сөннәтләнде	1	lower_lexical_3plus
94293	сөннәтләнмәгән	1	lower_lexical_3plus
94294	сөннәтләнһен	1	lower_lexical_3plus
94295	сөнъи	1	lower_lexical_3plus
94296	сөптөрләгән	1	lower_lexical_3plus
94297	сөрәне	1	lower_lexical_3plus
94298	сөскөрөүе	1	lower_lexical_3plus
94299	сөскөрөүемә	1	lower_lexical_3plus
94300	сөскөрөүен	1	lower_lexical_3plus
94301	сөскөрөүенә	1	lower_lexical_3plus
94302	сөсөкәләне	1	lower_lexical_3plus
94303	сөсөлдәмәй	1	lower_lexical_3plus
94304	сөсөлдәп	1	lower_lexical_3plus
94305	сөурынды	1	lower_lexical_3plus
94306	сөхбә	1	lower_lexical_3plus
94307	сөхәри	1	lower_lexical_3plus
94308	сөярмен	1	lower_lexical_3plus
94309	сөҠ	1	lower_lexical_3plus
94310	сөһөнә	1	lower_lexical_3plus
94311	т-РНК-лары	1	lower_hyphenated
94312	т-РНК-нан	1	lower_hyphenated
94313	т-РНК-ға	1	lower_hyphenated
94314	т-РНК-һы	1	lower_hyphenated
94315	т-б	1	lower_hyphenated
94316	т-нан	1	lower_hyphenated
94317	т-ры	1	lower_hyphenated
94318	т-с-с	1	lower_hyphenated
94319	т-тағы	1	lower_hyphenated
94320	т-тигән	1	lower_hyphenated
94321	т-тома	1	lower_hyphenated
94322	т-туп-тура	1	lower_hyphenated
94323	т-туғыҙ	1	lower_hyphenated
94324	т-тәҡдим	1	lower_hyphenated
94325	т-тәүәккәлләргә	1	lower_hyphenated
94326	т-ҡ	1	lower_hyphenated
94327	тəбиғəтенə	1	lower_lexical_3plus
94328	тəбиғəттə	1	lower_lexical_3plus
94329	тəбиғи	1	lower_lexical_3plus
94330	тəгəрəне	1	lower_lexical_3plus
94331	тəжрибəле	1	lower_lexical_3plus
94332	тəмəкене	1	lower_lexical_3plus
94333	тəмəкеһеҙ	1	lower_lexical_3plus
94334	тəмле-тəмле	1	lower_hyphenated
94335	тəмле-татлы	1	lower_hyphenated
94336	тəмлене	1	lower_lexical_3plus
94337	тəмлерəк	1	lower_lexical_3plus
94338	тəнгə	1	lower_lexical_3plus
94339	тəндəре	1	lower_lexical_3plus
94340	тəне	1	lower_lexical_3plus
94341	тəрəн	1	lower_lexical_3plus
94342	тəрбиə	1	lower_lexical_3plus
94343	тəрбиəсеһе	1	lower_lexical_3plus
94344	тəржемə	1	lower_lexical_3plus
94345	тəртибе	1	lower_lexical_3plus
94346	тəртипле	1	lower_lexical_3plus
94347	тəшкил	1	lower_lexical_3plus
94348	тəьмин	1	lower_lexical_3plus
94349	тəьминəт	1	lower_lexical_3plus
94350	тəьминəте	1	lower_lexical_3plus
94351	тəҙрəлəрҙе	1	lower_lexical_3plus
94352	тəҙрəһенəн	1	lower_lexical_3plus
94353	тəҡдим	1	lower_lexical_3plus
94354	тəңкə	1	lower_lexical_3plus
94355	тˉ	1	lower_two_letters
94356	тПарашют	1	lower_lexical_3plus
94357	тРНК	1	lower_lexical_3plus
94358	тСтанислав	1	lower_lexical_3plus
94359	та-мамланыуы	1	lower_hyphenated
94360	та-машалағанда	1	lower_hyphenated
94361	та-почкаларын	1	lower_hyphenated
94362	табакерка	1	lower_lexical_3plus
94363	табалмаҫлыҡ	1	lower_lexical_3plus
94364	табанбалыҡ	1	lower_lexical_3plus
94365	табань	1	lower_lexical_3plus
94366	табанғы	1	lower_lexical_3plus
94367	таббиптары	1	lower_lexical_3plus
94368	табиблыҡҡа	1	lower_lexical_3plus
94369	табибтары	1	lower_lexical_3plus
94370	табибтарға	1	lower_lexical_3plus
94371	табибы-дерматовенерологы	1	lower_hyphenated
94372	табибы-офтальмологы	1	lower_hyphenated
94373	табибы-педиатры	1	lower_hyphenated
94374	табибы-фтизиатры	1	lower_hyphenated
94375	табибы-эндосонографсыһы	1	lower_hyphenated
94376	табибыбыҙ	1	lower_lexical_3plus
94377	табибымын	1	lower_lexical_3plus
94378	табибығыҙ	1	lower_lexical_3plus
94379	табибҡа	1	lower_lexical_3plus
94380	табип-инфекционистҡа	1	lower_hyphenated
94381	табип-комбустиологтары	1	lower_hyphenated
94382	табип-лор	1	lower_hyphenated
94383	табип-неонатологка	1	lower_hyphenated
94384	табип-нефролог	1	lower_hyphenated
94385	табип-нефрологы	1	lower_hyphenated
94386	табип-ортодонт	1	lower_hyphenated
94387	табип-патологанатомы	1	lower_hyphenated
94388	табип-реабилитологтар	1	lower_hyphenated
94389	табип-репродуктологка	1	lower_hyphenated
94390	табип-терапевтҡа	1	lower_hyphenated
94391	табип-трансфузиолог	1	lower_hyphenated
94392	табип-физультура	1	lower_hyphenated
94393	табип-фитотерапевы	1	lower_hyphenated
94394	табип-эпизоотологы	1	lower_hyphenated
94395	табипнамә	1	lower_lexical_3plus
94396	табиптар-аспиранттар	1	lower_hyphenated
94397	табиптарыбыҙҙы	1	lower_lexical_3plus
94398	табиптарыбыҙҙың	1	lower_lexical_3plus
94399	табиптрҙы	1	lower_lexical_3plus
94400	табипы	1	lower_lexical_3plus
94401	табиғлығынан	1	lower_lexical_3plus
94402	табиғтар	1	lower_lexical_3plus
94403	табиғтары	1	lower_lexical_3plus
94404	табиғәләренә	1	lower_lexical_3plus
94405	таблицы	1	lower_lexical_3plus
94406	табличкаларын	1	lower_lexical_3plus
94407	табличкаларҙы	1	lower_lexical_3plus
94408	табличкалы	1	lower_lexical_3plus
94409	таблички	1	lower_lexical_3plus
94410	табулятоморфлы	1	lower_lexical_3plus
94411	табунчик	1	lower_lexical_3plus
94412	табыллған	1	lower_lexical_3plus
94413	табырһа	1	lower_lexical_3plus
94414	табыусанлыҡты	1	lower_lexical_3plus
94415	табыусылыҡ	1	lower_lexical_3plus
94416	табыуғы	1	lower_lexical_3plus
94417	табышла	1	lower_lexical_3plus
94418	табышлылығына	1	lower_lexical_3plus
94419	табышсуммаһын	1	lower_lexical_3plus
94420	табышсылар	1	lower_lexical_3plus
94421	табыштырған	1	lower_lexical_3plus
94422	табыштырған-ҡауыштырған	1	lower_hyphenated
94423	тавар	1	lower_lexical_3plus
94424	тавричан	1	lower_lexical_3plus
94425	тавролы	1	lower_lexical_3plus
94426	тавроһы	1	lower_lexical_3plus
94427	тавышын	1	lower_lexical_3plus
94428	таган	1	lower_lexical_3plus
94429	таетры	1	lower_lexical_3plus
94430	таеуирләргә	1	lower_lexical_3plus
94431	тажгөл	1	lower_lexical_3plus
94432	тажиктарҙы	1	lower_lexical_3plus
94433	тажиктарҙың	1	lower_lexical_3plus
94434	тажрибәһенең	1	lower_lexical_3plus
94435	тажсығы	1	lower_lexical_3plus
94436	тажтелгән	1	lower_lexical_3plus
94437	тажъяпраҡ	1	lower_lexical_3plus
94438	тазалан	1	lower_lexical_3plus
94439	таить	1	lower_lexical_3plus
94440	таифаи	1	lower_lexical_3plus
94441	тайгандарҙың	1	lower_lexical_3plus
94442	таймаҡ	1	lower_lexical_3plus
94443	тайме	1	lower_lexical_3plus
94444	таймерығыҙ	1	lower_lexical_3plus
94445	таймерға	1	lower_lexical_3plus
94446	таймерҙа	1	lower_lexical_3plus
94447	таймерҙар	1	lower_lexical_3plus
94448	тайне	1	lower_lexical_3plus
94449	тайных	1	lower_lexical_3plus
94450	тайпан-тайпан	1	lower_hyphenated
94451	тайпылмаҫына	1	lower_lexical_3plus
94452	тайпылтманы	1	lower_lexical_3plus
94453	тайпылттырып	1	lower_lexical_3plus
94454	тайшанмаҫлығы	1	lower_lexical_3plus
94455	тайышлығы	1	lower_lexical_3plus
94456	тайыштырҙы	1	lower_lexical_3plus
94457	тайғаҡлата	1	lower_lexical_3plus
94458	тайғаҡлығына	1	lower_lexical_3plus
94459	такам	1	lower_lexical_3plus
94460	такафул	1	lower_lexical_3plus
94461	такелажниктарҙы	1	lower_lexical_3plus
94462	такле	1	lower_lexical_3plus
94463	такова	1	lower_lexical_3plus
94464	таковой	1	lower_lexical_3plus
94465	таковым	1	lower_lexical_3plus
94466	такого	1	lower_lexical_3plus
94467	такое	1	lower_lexical_3plus
94468	також	1	lower_lexical_3plus
94469	такон	1	lower_lexical_3plus
94470	таксийына	1	lower_lexical_3plus
94471	таксилары	1	lower_lexical_3plus
94472	таксистҡа	1	lower_lexical_3plus
94473	таксол	1	lower_lexical_3plus
94474	таксонометрик	1	lower_lexical_3plus
94475	таксономия	1	lower_lexical_3plus
94476	тактаның	1	lower_lexical_3plus
94477	тактаһында	1	lower_lexical_3plus
94478	такуй	1	lower_lexical_3plus
94479	такую	1	lower_lexical_3plus
94480	талан-тараж	1	lower_hyphenated
94481	талантами	1	lower_lexical_3plus
94482	талантар	1	lower_lexical_3plus
94483	талантлив	1	lower_lexical_3plus
94484	талантливой	1	lower_lexical_3plus
94485	талантливому	1	lower_lexical_3plus
94486	таланттаҙы	1	lower_lexical_3plus
94487	таланттлы	1	lower_lexical_3plus
94488	талапһыҙлыҡ	1	lower_lexical_3plus
94489	талапһыҙлыҡта	1	lower_lexical_3plus
94490	талассо	1	lower_lexical_3plus
94491	талац	1	lower_lexical_3plus
94492	талашнизағтар	1	lower_lexical_3plus
94493	талашышып	1	lower_lexical_3plus
94494	талағыс	1	lower_lexical_3plus
94495	талаҡлашҡас	1	lower_lexical_3plus
94496	талдырылған	1	lower_lexical_3plus
94497	талер	1	lower_lexical_3plus
94498	талибы	1	lower_lexical_3plus
94499	тализ	1	lower_lexical_3plus
94500	талиптарҙы	1	lower_lexical_3plus
94501	талиптарҙың	1	lower_lexical_3plus
94502	талиптың	1	lower_lexical_3plus
94503	талица	1	lower_lexical_3plus
94504	таллоль	1	lower_lexical_3plus
94505	талломдары	1	lower_lexical_3plus
94506	талломдарында	1	lower_lexical_3plus
94507	талломлы	1	lower_lexical_3plus
94508	талломға	1	lower_lexical_3plus
94509	талов	1	lower_lexical_3plus
94510	талсым	1	lower_lexical_3plus
94511	талсымдарына	1	lower_lexical_3plus
94512	талсымым	1	lower_lexical_3plus
94513	талсымын	1	lower_lexical_3plus
94514	талсымына	1	lower_lexical_3plus
94515	талсығын	1	lower_lexical_3plus
94516	талъяпраҡ	1	lower_lexical_3plus
94517	талыңҡыраған	1	lower_lexical_3plus
94518	тальк-стеатит	1	lower_hyphenated
94519	там-ды	1	lower_hyphenated
94520	тамагы	1	lower_lexical_3plus
94521	тамагына	1	lower_lexical_3plus
94522	тамагында	1	lower_lexical_3plus
94523	тамаланды	1	lower_lexical_3plus
94524	тамалау	1	lower_lexical_3plus
94525	тамалаусылар	1	lower_lexical_3plus
94526	тамалаусыларҙың	1	lower_lexical_3plus
94527	тамалаған	1	lower_lexical_3plus
94528	тамамалау	1	lower_lexical_3plus
94529	тамамданыуға	1	lower_lexical_3plus
94530	тамамланмаҫы	1	lower_lexical_3plus
94531	тамамлансаҡ	1	lower_lexical_3plus
94532	тамамланышы	1	lower_lexical_3plus
94533	тамамланышында	1	lower_lexical_3plus
94534	тамамланғанғас	1	lower_lexical_3plus
94535	тамамланғасы	1	lower_lexical_3plus
94536	тамамларлыҡ	1	lower_lexical_3plus
94537	тамамларъа	1	lower_lexical_3plus
94538	тамамлағанданһуң	1	lower_lexical_3plus
94539	тамамға	1	lower_lexical_3plus
94540	таманлығын	1	lower_lexical_3plus
94541	тамаранда	1	lower_lexical_3plus
94542	таматасыларҙың	1	lower_lexical_3plus
94543	тамашалылығын	1	lower_lexical_3plus
94544	тамашалылыҡ	1	lower_lexical_3plus
94545	тамашалыҡ	1	lower_lexical_3plus
94546	тамашасығы	1	lower_lexical_3plus
94547	тамашсыларҙың	1	lower_lexical_3plus
94548	тамашсыларһыҙ	1	lower_lexical_3plus
94549	тамашсыға	1	lower_lexical_3plus
94550	тамга	1	lower_lexical_3plus
94551	таменты	1	lower_lexical_3plus
94552	тамид	1	lower_lexical_3plus
94553	тамил	1	lower_lexical_3plus
94554	таммаҫына	1	lower_lexical_3plus
94555	тамра	1	lower_lexical_3plus
94556	тамсылылыҡта	1	lower_lexical_3plus
94557	тамшанышып	1	lower_lexical_3plus
94558	тамшасылары	1	lower_lexical_3plus
94559	тамъянлыларға	1	lower_lexical_3plus
94560	тамыр-бүлбеаҙыҡтар	1	lower_hyphenated
94561	тамыр-ҙан	1	lower_hyphenated
94562	тамырауыҙ	1	lower_lexical_3plus
94563	тамырбүлбеле	1	lower_lexical_3plus
94564	тамырбүлбеләре	1	lower_lexical_3plus
94565	тамырбүлбеләренең	1	lower_lexical_3plus
94566	тамырлай	1	lower_lexical_3plus
94567	тамырландыра	1	lower_lexical_3plus
94568	тамырланырлыҡ	1	lower_lexical_3plus
94569	тамырсыҡтарҙың	1	lower_lexical_3plus
94570	тамырсыҡтың	1	lower_lexical_3plus
94571	тамырҙары-рефлексоген	1	lower_hyphenated
94572	тамырҙарҙын	1	lower_lexical_3plus
94573	тамырҙаң	1	lower_lexical_3plus
94574	тамырһабағынан	1	lower_lexical_3plus
94575	тамырһабағында	1	lower_lexical_3plus
94576	тамырһабағының	1	lower_lexical_3plus
94577	тамырһабаҡ-ҡыуаҡлы	1	lower_hyphenated
94578	тамырһабаҡлыларға	1	lower_lexical_3plus
94579	тамырһабаҡтарының	1	lower_lexical_3plus
94580	тамырһабаҡтарҙы	1	lower_lexical_3plus
94581	тамырһабаҡтың	1	lower_lexical_3plus
94582	тамыҙғылап	1	lower_lexical_3plus
94583	тамғалыҡтың	1	lower_lexical_3plus
94584	тамғасының	1	lower_lexical_3plus
94585	тана-туйры	1	lower_hyphenated
94586	таналыҡ	1	lower_lexical_3plus
94587	танап	1	lower_lexical_3plus
94588	танатанаһы	1	lower_lexical_3plus
94589	танатогенез	1	lower_lexical_3plus
94590	танатологияһы	1	lower_lexical_3plus
94591	тангут	1	lower_lexical_3plus
94592	тангуттар	1	lower_lexical_3plus
94593	тандарын	1	lower_lexical_3plus
94594	тандарына	1	lower_lexical_3plus
94595	танидтар	1	lower_lexical_3plus
94596	танинға	1	lower_lexical_3plus
94597	танково	1	lower_lexical_3plus
94598	танковой	1	lower_lexical_3plus
94599	танктан	1	lower_lexical_3plus
94600	таннид	1	lower_lexical_3plus
94601	танниндарының	1	lower_lexical_3plus
94602	тансылар	1	lower_lexical_3plus
94603	танта	1	lower_lexical_3plus
94604	тантанаһынла	1	lower_lexical_3plus
94605	тантаныһында	1	lower_lexical_3plus
94606	тантанһын	1	lower_lexical_3plus
94607	тантаһында	1	lower_lexical_3plus
94608	тантрик	1	lower_lexical_3plus
94609	танхаусты	1	lower_lexical_3plus
94610	танцах	1	lower_lexical_3plus
94611	танцаға	1	lower_lexical_3plus
94612	танцевал	1	lower_lexical_3plus
94613	танцем	1	lower_lexical_3plus
94614	танцовщик	1	lower_lexical_3plus
94615	танцуюбашкирскийтанец	1	lower_lexical_3plus
94616	танцылары	1	lower_lexical_3plus
94617	таншырға	1	lower_lexical_3plus
94618	таныймаһығыҙмы	1	lower_lexical_3plus
94619	танылышы	1	lower_lexical_3plus
94620	танымаҫына	1	lower_lexical_3plus
94621	танын	1	lower_lexical_3plus
94622	танында	1	lower_lexical_3plus
94623	танытлыҡ	1	lower_lexical_3plus
94624	танытлыҡтары	1	lower_lexical_3plus
94625	танытма-привелигия	1	lower_hyphenated
94626	танытмаҡ	1	lower_lexical_3plus
94627	таныттырмаҫ	1	lower_lexical_3plus
94628	танышмаҡлығым	1	lower_lexical_3plus
94629	танышты-рыуына	1	lower_hyphenated
94630	таныштырды	1	lower_lexical_3plus
94631	таныштыррыға	1	lower_lexical_3plus
94632	таныштыруы	1	lower_lexical_3plus
94633	таныштырҙырлар	1	lower_lexical_3plus
94634	танышу	1	lower_lexical_3plus
94635	таныҡланған	1	lower_lexical_3plus
94636	танһыҡланып	1	lower_lexical_3plus
94637	таолу	1	lower_lexical_3plus
94638	тапандырып	1	lower_lexical_3plus
94639	тапашыу	1	lower_lexical_3plus
94640	тапентадол	1	lower_lexical_3plus
94641	тапкилгән	1	lower_lexical_3plus
94642	тапмаҡ	1	lower_lexical_3plus
94643	тапмаҫын	1	lower_lexical_3plus
94644	тапмаҫыңды	1	lower_lexical_3plus
94645	тапочках	1	lower_lexical_3plus
94646	таптыртығыҙ	1	lower_lexical_3plus
94647	тапхана	1	lower_lexical_3plus
94648	тапшарылды	1	lower_lexical_3plus
94649	тапшыран	1	lower_lexical_3plus
94650	тапшырмалар	1	lower_lexical_3plus
94651	тапшырмаларын	1	lower_lexical_3plus
94652	тапшырмаларҙы	1	lower_lexical_3plus
94653	тапшырмаһы	1	lower_lexical_3plus
94654	тапшыру	1	lower_lexical_3plus
94655	тапшырулар	1	lower_lexical_3plus
94656	тапшырылар	1	lower_lexical_3plus
94657	тапшырылп	1	lower_lexical_3plus
94658	тапшырыуҙытәьмин	1	lower_lexical_3plus
94659	тапшырыуҙң	1	lower_lexical_3plus
94660	тапшырыү	1	lower_lexical_3plus
94661	тапшырғанғандың	1	lower_lexical_3plus
94662	тапым	1	lower_lexical_3plus
94663	тапғырға	1	lower_lexical_3plus
94664	тапҡыланы	1	lower_lexical_3plus
94665	тапҡыланылар	1	lower_lexical_3plus
94666	тапҡын	1	lower_lexical_3plus
94667	тар-тыласағы	1	lower_hyphenated
94668	тар-ыбыҙ	1	lower_hyphenated
94669	тар-ыбыҙ-ҙың	1	lower_hyphenated
94670	тарайтыла	1	lower_lexical_3plus
94671	тарайыусан	1	lower_lexical_3plus
94672	тараксастан	1	lower_lexical_3plus
94673	таралашырға	1	lower_lexical_3plus
94674	таралашһын	1	lower_lexical_3plus
94675	таралган	1	lower_lexical_3plus
94676	тарамаҡтары	1	lower_lexical_3plus
94677	тарамфынан	1	lower_lexical_3plus
94678	таран-дай	1	lower_hyphenated
94679	тарарфынан	1	lower_lexical_3plus
94680	таратттылар	1	lower_lexical_3plus
94681	таратҡыстар	1	lower_lexical_3plus
94682	тарафларда	1	lower_lexical_3plus
94683	тарафташын	1	lower_lexical_3plus
94684	тараштырыу	1	lower_lexical_3plus
94685	тараштырған	1	lower_lexical_3plus
94686	тараҡан-мараҡан	1	lower_hyphenated
94687	тарбайланып	1	lower_lexical_3plus
94688	тарбағайланып	1	lower_lexical_3plus
94689	тарбаҡландырыу	1	lower_lexical_3plus
94690	тарбаңлаусы	1	lower_lexical_3plus
94691	тарбиәләгән	1	lower_lexical_3plus
94692	таргет	1	lower_lexical_3plus
94693	таргетолог	1	lower_lexical_3plus
94694	тардициялар	1	lower_lexical_3plus
94695	тардицияларын	1	lower_lexical_3plus
94696	тарела	1	lower_lexical_3plus
94697	тарелкалар	1	lower_lexical_3plus
94698	тарелкаңды	1	lower_lexical_3plus
94699	тарелкаһы	1	lower_lexical_3plus
94700	тарих-геогр	1	lower_hyphenated
94701	тарихи-геол	1	lower_hyphenated
94702	тарихи-пед	1	lower_hyphenated
94703	тарихи-филол	1	lower_hyphenated
94704	тарихи-фәлс	1	lower_hyphenated
94705	тарихиархеологик	1	lower_lexical_3plus
94706	тарихнамә	1	lower_lexical_3plus
94707	тарихнамәнең	1	lower_lexical_3plus
94708	тарихнамәһен	1	lower_lexical_3plus
94709	тарихны	1	lower_lexical_3plus
94710	тарихтарына	1	lower_lexical_3plus
94711	тарихтарҙан	1	lower_lexical_3plus
94712	тарихтыуған	1	lower_lexical_3plus
94713	тарихтыҡына	1	lower_lexical_3plus
94714	тарихтү	1	lower_lexical_3plus
94715	тарихчасы	1	lower_lexical_3plus
94716	тарихымдың	1	lower_lexical_3plus
94717	тарихыт	1	lower_lexical_3plus
94718	тарихың	1	lower_lexical_3plus
94719	тарихыңа	1	lower_lexical_3plus
94720	тарихһыҙ	1	lower_lexical_3plus
94721	тариғы	1	lower_lexical_3plus
94722	таркала	1	lower_lexical_3plus
94723	таркалғандан	1	lower_lexical_3plus
94724	таркаулығына	1	lower_lexical_3plus
94725	тарла	1	lower_lexical_3plus
94726	тарлалауыҡты	1	lower_lexical_3plus
94727	тармаҡлап	1	lower_lexical_3plus
94728	тармаҡлылыҡ	1	lower_lexical_3plus
94729	тармаҡталған	1	lower_lexical_3plus
94730	тармаҡтарның	1	lower_lexical_3plus
94731	тармаҡғилми-тикшеренеү	1	lower_hyphenated
94732	тармҡалы	1	lower_lexical_3plus
94733	тарнспортында	1	lower_lexical_3plus
94734	тарпайтып	1	lower_lexical_3plus
94735	тарпанлығын	1	lower_lexical_3plus
94736	тарпанҡайҙары	1	lower_lexical_3plus
94737	тарталеткалар	1	lower_lexical_3plus
94738	тарткыс	1	lower_lexical_3plus
94739	тартмаусан	1	lower_lexical_3plus
94740	тартмыйм	1	lower_lexical_3plus
94741	тартразин	1	lower_lexical_3plus
94742	тартраты	1	lower_lexical_3plus
94743	тарттырылмалы	1	lower_lexical_3plus
94744	тарттырырлыҡ	1	lower_lexical_3plus
94745	тарттырғыс	1	lower_lexical_3plus
94746	тарттырғыстары	1	lower_lexical_3plus
94747	тарттырғыстарҙан	1	lower_lexical_3plus
94748	тарту	1	lower_lexical_3plus
94749	тартылдырыр	1	lower_lexical_3plus
94750	тартылыңҡыра	1	lower_lexical_3plus
94751	тартылыңҡырап	1	lower_lexical_3plus
94752	тартыныусан	1	lower_lexical_3plus
94753	тартыныусанлыҡ	1	lower_lexical_3plus
94754	тартыныңҡырай	1	lower_lexical_3plus
94755	тартыныңҡырап	1	lower_lexical_3plus
94756	тартыръа	1	lower_lexical_3plus
94757	тартыусанлығы	1	lower_lexical_3plus
94758	тартышҡанлығын	1	lower_lexical_3plus
94759	тартҡылаштырып	1	lower_lexical_3plus
94760	тархун	1	lower_lexical_3plus
94761	таршылашманы	1	lower_lexical_3plus
94762	тарырыҡ	1	lower_lexical_3plus
94763	тарыусан	1	lower_lexical_3plus
94764	тарыхын	1	lower_lexical_3plus
94765	тарышалар	1	lower_lexical_3plus
94766	тарығанлығын	1	lower_lexical_3plus
94767	тарғыҙ	1	lower_lexical_3plus
94768	тарҡалмаҫлыҡ	1	lower_lexical_3plus
94769	тарҡалы	1	lower_lexical_3plus
94770	тарҡатырлыҡ	1	lower_lexical_3plus
94771	тарҡатҡаҙанғананда	1	lower_lexical_3plus
94772	тарҡатҡыс	1	lower_lexical_3plus
94773	тарҡытыуға	1	lower_lexical_3plus
94774	тарҡыған	1	lower_lexical_3plus
94775	тарһынырлыҡ	1	lower_lexical_3plus
94776	тасма	1	lower_lexical_3plus
94777	тасуирлайҙыр	1	lower_lexical_3plus
94778	тасуирларман	1	lower_lexical_3plus
94779	тасуирлауып	1	lower_lexical_3plus
94780	тасуирләгән	1	lower_lexical_3plus
94781	тасуирләйһең	1	lower_lexical_3plus
94782	тасуирләргә	1	lower_lexical_3plus
94783	тасуиры	1	lower_lexical_3plus
94784	тасуирҙа	1	lower_lexical_3plus
94785	тасуирҙарының	1	lower_lexical_3plus
94786	татамиҙа	1	lower_lexical_3plus
94787	татаркаһы	1	lower_lexical_3plus
94788	татаркаһына	1	lower_lexical_3plus
94789	татарлар	1	lower_lexical_3plus
94790	татарлаштырырға	1	lower_lexical_3plus
94791	татарлаштырған	1	lower_lexical_3plus
94792	татарның	1	lower_lexical_3plus
94793	татарове	1	lower_lexical_3plus
94794	татарском	1	lower_lexical_3plus
94795	татартыу	1	lower_lexical_3plus
94796	татарҙарйәшәй	1	lower_lexical_3plus
94797	татилап	1	lower_lexical_3plus
94798	татлылығы	1	lower_lexical_3plus
94799	татлыҡтар	1	lower_lexical_3plus
94800	татырастраһы	1	lower_lexical_3plus
94801	татырланыу	1	lower_lexical_3plus
94802	татырланыуы	1	lower_lexical_3plus
94803	татырланыуына	1	lower_lexical_3plus
94804	татырүләне	1	lower_lexical_3plus
94805	тау-геол	1	lower_hyphenated
94806	тауариштар	1	lower_lexical_3plus
94807	тауга	1	lower_lexical_3plus
94808	таугәлсәре	1	lower_lexical_3plus
94809	тауир	1	lower_lexical_3plus
94810	тауискүҙҙәр	1	lower_lexical_3plus
94811	тауистарҙы	1	lower_lexical_3plus
94812	тауисҡа	1	lower_lexical_3plus
94813	таулин	1	lower_lexical_3plus
94814	таулипанғтар	1	lower_lexical_3plus
94815	таулығанда	1	lower_lexical_3plus
94816	тауметрҙар	1	lower_lexical_3plus
94817	таун-хаус	1	lower_hyphenated
94818	таус	1	lower_lexical_3plus
94819	таусирлай	1	lower_lexical_3plus
94820	таусыҡ	1	lower_lexical_3plus
94821	таусыҡтар	1	lower_lexical_3plus
94822	таусыҡтары	1	lower_lexical_3plus
94823	таутишәрҙең	1	lower_lexical_3plus
94824	таутомер	1	lower_lexical_3plus
94825	таутомерия	1	lower_lexical_3plus
94826	таутомерҙар	1	lower_lexical_3plus
94827	таутоҡомдары	1	lower_lexical_3plus
94828	таутоҡомдарының	1	lower_lexical_3plus
94829	таутүбәләрендә	1	lower_lexical_3plus
94830	тауш	1	lower_lexical_3plus
94831	таушалтҡан	1	lower_lexical_3plus
94832	тауындағыһы	1	lower_lexical_3plus
94833	тауындағыһын	1	lower_lexical_3plus
94834	тауырын	1	lower_lexical_3plus
94835	тауышландырылды	1	lower_lexical_3plus
94836	тауышсанлыҡ	1	lower_lexical_3plus
94837	тауыҡтыҡын	1	lower_lexical_3plus
94838	тауэше	1	lower_lexical_3plus
94839	тауҡыяҡтың	1	lower_lexical_3plus
94840	тауүҙән	1	lower_lexical_3plus
94841	тауһәм	1	lower_lexical_3plus
94842	тахаллус	1	lower_lexical_3plus
94843	таханаһы	1	lower_lexical_3plus
94844	тахой	1	lower_lexical_3plus
94845	тачи	1	lower_lexical_3plus
94846	тачспаринг	1	lower_lexical_3plus
94847	таш-конкременттар	1	lower_hyphenated
94848	таш-лы	1	lower_hyphenated
94849	ташатҡыс	1	lower_lexical_3plus
94850	ташбатыр	1	lower_lexical_3plus
94851	ташкент	1	lower_lexical_3plus
94852	ташкисеү	1	lower_lexical_3plus
94853	ташкүмер-аҫҡы	1	lower_hyphenated
94854	ташкүмерле	1	lower_lexical_3plus
94855	ташкүмерҙең	1	lower_lexical_3plus
